INFO 2025-03-10 19:17:55,927 autoreload 27656 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:19:25,172 autoreload 29233 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:21:16,779 autoreload 30099 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:21:28,570 autoreload 30455 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:22:57,035 autoreload 30099 8173589248 /Users/webknottechnologies/Documents/AI/WebTrack-Cursor/backend/core/settings.py changed, reloading.
INFO 2025-03-10 19:22:57,311 autoreload 30896 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:22:57,710 autoreload 30455 8173589248 /Users/webknottechnologies/Documents/AI/WebTrack-Cursor/backend/core/settings.py changed, reloading.
INFO 2025-03-10 19:22:57,898 autoreload 30897 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:41:53,532 autoreload 40137 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:44:27,053 autoreload 40137 8173589248 /Users/webknottechnologies/Documents/AI/WebTrack-Cursor/venv/lib/python3.13/site-packages/rest_framework_simplejwt/token_blacklist/__init__.py changed, reloading.
INFO 2025-03-10 19:44:27,973 autoreload 42701 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:44:30,690 autoreload 42835 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:45:24,178 autoreload 43959 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:46:17,299 autoreload 44717 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:46:46,494 autoreload 45463 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:47:45,050 autoreload 46597 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:48:50,676 autoreload 47754 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:49:03,710 autoreload 47901 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:49:36,146 autoreload 48494 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:50:28,532 autoreload 48494 8173589248 /Users/webknottechnologies/Documents/AI/WebTrack-Cursor/backend/core/settings.py changed, reloading.
INFO 2025-03-10 19:50:28,894 autoreload 49145 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:50:37,918 autoreload 49713 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:50:50,972 autoreload 49861 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:51:13,938 autoreload 49145 8173589248 /Users/webknottechnologies/Documents/AI/WebTrack-Cursor/backend/core/settings.py changed, reloading.
INFO 2025-03-10 19:51:14,301 autoreload 50363 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:53:23,354 autoreload 50363 8173589248 /Users/webknottechnologies/Documents/AI/WebTrack-Cursor/backend/core/settings.py changed, reloading.
INFO 2025-03-10 19:53:32,982 autoreload 53911 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:53:33,200 autoreload 53955 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:55:23,802 autoreload 53955 8173589248 /Users/webknottechnologies/Documents/AI/WebTrack-Cursor/backend/core/settings.py changed, reloading.
INFO 2025-03-10 19:55:24,310 autoreload 53911 8173589248 /Users/webknottechnologies/Documents/AI/WebTrack-Cursor/backend/core/settings.py changed, reloading.
INFO 2025-03-10 19:55:24,644 autoreload 56048 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 19:55:24,719 autoreload 56049 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 20:00:05,428 autoreload 61877 8173589248 Watching for file changes with StatReloader
INFO 2025-03-10 20:01:28,412 autoreload 63757 8173589248 Watching for file changes with StatReloader
WARNING 2025-03-10 20:02:46,672 log 63757 6162526208 Not Found: /
WARNING 2025-03-10 20:02:46,676 basehttp 63757 6162526208 "GET / HTTP/1.1" 404 179
WARNING 2025-03-10 20:02:48,419 log 63757 6162526208 Not Found: /
WARNING 2025-03-10 20:02:48,420 basehttp 63757 6162526208 "GET / HTTP/1.1" 404 179
INFO 2025-03-10 20:03:00,841 basehttp 63757 6179352576 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-03-10 20:03:00,862 basehttp 63757 6179352576 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4158
WARNING 2025-03-10 20:03:00,873 log 63757 6179352576 Not Found: /static/admin/css/responsive.css
WARNING 2025-03-10 20:03:00,874 log 63757 6196178944 Not Found: /static/admin/css/dark_mode.css
WARNING 2025-03-10 20:03:00,875 log 63757 6162526208 Not Found: /static/admin/css/base.css
WARNING 2025-03-10 20:03:00,876 log 63757 6213005312 Not Found: /static/admin/css/login.css
WARNING 2025-03-10 20:03:00,876 basehttp 63757 6196178944 "GET /static/admin/css/dark_mode.css HTTP/1.1" 404 179
WARNING 2025-03-10 20:03:00,876 basehttp 63757 6179352576 "GET /static/admin/css/responsive.css HTTP/1.1" 404 179
WARNING 2025-03-10 20:03:00,876 log 63757 6229831680 Not Found: /static/admin/css/nav_sidebar.css
WARNING 2025-03-10 20:03:00,877 basehttp 63757 6162526208 "GET /static/admin/css/base.css HTTP/1.1" 404 179
INFO 2025-03-10 20:03:00,877 basehttp 63757 6196178944 - Broken pipe from ('127.0.0.1', 51378)
WARNING 2025-03-10 20:03:00,877 log 63757 6179352576 Not Found: /static/admin/js/nav_sidebar.js
WARNING 2025-03-10 20:03:00,877 basehttp 63757 6213005312 "GET /static/admin/css/login.css HTTP/1.1" 404 179
WARNING 2025-03-10 20:03:00,878 log 63757 6246658048 Not Found: /static/admin/js/theme.js
WARNING 2025-03-10 20:03:00,878 basehttp 63757 6229831680 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 404 179
INFO 2025-03-10 20:03:00,879 basehttp 63757 6213005312 - Broken pipe from ('127.0.0.1', 51381)
WARNING 2025-03-10 20:03:00,879 basehttp 63757 6179352576 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 404 179
WARNING 2025-03-10 20:03:00,879 basehttp 63757 6246658048 "GET /static/admin/js/theme.js HTTP/1.1" 404 179
INFO 2025-03-10 20:03:02,508 basehttp 63757 6246658048 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4158
WARNING 2025-03-10 20:03:02,520 log 63757 6246658048 Not Found: /static/admin/css/base.css
WARNING 2025-03-10 20:03:02,522 log 63757 6179352576 Not Found: /static/admin/css/dark_mode.css
WARNING 2025-03-10 20:03:02,522 log 63757 6229831680 Not Found: /static/admin/css/nav_sidebar.css
WARNING 2025-03-10 20:03:02,523 log 63757 6162526208 Not Found: /static/admin/css/login.css
WARNING 2025-03-10 20:03:02,524 log 63757 6196178944 Not Found: /static/admin/css/responsive.css
WARNING 2025-03-10 20:03:02,525 log 63757 6213005312 Not Found: /static/admin/js/theme.js
WARNING 2025-03-10 20:03:02,526 basehttp 63757 6246658048 "GET /static/admin/css/base.css HTTP/1.1" 404 179
WARNING 2025-03-10 20:03:02,526 basehttp 63757 6179352576 "GET /static/admin/css/dark_mode.css HTTP/1.1" 404 179
WARNING 2025-03-10 20:03:02,526 basehttp 63757 6229831680 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 404 179
WARNING 2025-03-10 20:03:02,527 basehttp 63757 6162526208 "GET /static/admin/css/login.css HTTP/1.1" 404 179
WARNING 2025-03-10 20:03:02,527 basehttp 63757 6196178944 "GET /static/admin/css/responsive.css HTTP/1.1" 404 179
WARNING 2025-03-10 20:03:02,528 basehttp 63757 6213005312 "GET /static/admin/js/theme.js HTTP/1.1" 404 179
WARNING 2025-03-10 20:03:02,530 log 63757 6246658048 Not Found: /static/admin/js/nav_sidebar.js
WARNING 2025-03-10 20:03:02,530 basehttp 63757 6246658048 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 404 179
INFO 2025-03-10 20:03:07,903 basehttp 63757 6162526208 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4158
WARNING 2025-03-10 20:03:07,913 log 63757 6162526208 Not Found: /static/admin/css/base.css
WARNING 2025-03-10 20:03:07,914 basehttp 63757 6162526208 "GET /static/admin/css/base.css HTTP/1.1" 404 179
WARNING 2025-03-10 20:03:07,917 log 63757 6179352576 Not Found: /static/admin/css/dark_mode.css
WARNING 2025-03-10 20:03:07,918 log 63757 6213005312 Not Found: /static/admin/css/login.css
WARNING 2025-03-10 20:03:07,918 log 63757 6162526208 Not Found: /static/admin/css/responsive.css
WARNING 2025-03-10 20:03:07,919 log 63757 6196178944 Not Found: /static/admin/css/nav_sidebar.css
WARNING 2025-03-10 20:03:07,920 log 63757 6229831680 Not Found: /static/admin/js/theme.js
